id,first_name,last_name,age,gender,language,favoriteGenres
1647,Page,Maccari,26,Agender,Tsonga,Thriller|Adventure
1648,Huey,Howe,34,Male,Bengali,Action|War|Thriller
1649,Gradey,Pinwell,19,Female,Kurdish,Comedy|Western
1650,Gretel,Wheelan,20,Bigender,Japanese,Action|Adventure
1651,Eustace,Poytress,71,Genderfluid,Hebrew,Adventure|Action|Western
1652,Ive,Joscelyne,62,Genderfluid,West Frisian,Animation|Sci-Fi|Horror
1653,Stillman,Hinemoor,61,Non-binary,Bulgarian,Children|Animation
1654,Paulo,Clayfield,90,Agender,Ndebele,Comedy|Drama
1655,Brietta,Isaq,21,Genderfluid,Arabic,Crime|Adventure
1656,Sascha,de Bullion,54,Non-binary,Danish,Documentary|Western
1657,Ellwood,Stollenbeck,77,Female,Luxembourgish,Drama|Mystery
1658,Artemas,Coleson,37,Agender,Malay,Action|Fantasy|Horror
1659,Jeffie,Sooper,45,Genderqueer,Korean,Action|Film-Noir
1660,Melania,Howman,27,Female,Gujarati,Action|Horror
1661,Reiko,Skilton,59,Female,Malagasy,IMAX|Fantasy
1662,Ron,Ibotson,19,Non-binary,Azeri,Musical|IMAX
1663,Dinnie,Hanks,21,Genderfluid,Spanish,Mystery|Thriller
1664,Evelyn,Heale,22,Polygender,Norwegian,Romance|Drama
1665,Rubie,Glading,21,Male,Haitian Creole,Adventure|Comedy|Sci-F|Horror
1666,Winifred,Brightie,26,Polygender,Maltese,Thriller|Drama
1667,Carmita,Daysh,30,Genderqueer,Malay,War|Adventure|Horror
1668,Sterling,Endrici,87,Non-binary,Tsonga,Action|Western
1669,Loy,Domokos,42,Non-binary,Belarusian,Action|Animation
1670,Huntington,Loblie,41,Polygender,Dzongkha,Adventure|IMAX
1671,Kerry,Troup,49,Female,New Zealand Sign Language,Adventure|Animation
1672,Mycah,Perse,54,Polygender,Georgian,Children|Comedy
1673,Staci,Duthy,35,Genderqueer,Finnish,Animation|Comedy
1674,Gwendolen,Farington,91,Non-binary,Kannada,Crime|Western
1675,Zonnya,Vassbender,62,Polygender,Lithuanian,Documentary|Mystery|Film-Noir
1676,Malorie,Cobello,52,Polygender,Spanish,Drama|Horror
1677,Ianthe,Westpfel,47,Genderqueer,Gujarati,Adventure|Fantasy|Sci-Fi
1678,Rosita,Pasquale,36,Non-binary,Luxembourgish,Film-Noir|Sci-Fi
1679,Ulrica,Stute,43,Genderqueer,Bulgarian,Horror|Thriller
1680,Vasilis,Woolfitt,52,Female,Irish Gaelic,IMAX|Adventure|Crime
1681,Eugenie,Moralee,53,Genderqueer,Albanian,Musical|Adventure
1682,Trip,Christopherson,33,Male,Moldovan,Adventure|Mystery|Western
1683,Leupold,Balfre,50,Female,Telugu,Romance|Adventure
1684,Roosevelt,Langfat,72,Genderqueer,Telugu,Animation|Sci-Fi
1685,Shelley,Gittings,38,Non-binary,Afrikaans,Thriller|War|Drama
1686,Chanda,Hillin,56,Bigender,Hiri Motu,War|Action
1687,Rosanne,Constant,84,Agender,Afrikaans,Adventure|War|Western
1688,Kennith,Brager,42,Bigender,Northern Sotho,Action|Comedy
1689,Tami,Palatini,25,Genderfluid,West Frisian,Action|Adventure|Thriller
1690,Tamara,Lafond,29,Male,Tamil,Animation|Sci-Fi
1691,Smitty,Baxill,77,Male,Spanish,Children|Mystery
1692,Starlene,Lanceley,52,Genderqueer,Persian,Action|Comedy|Western
1693,Ellynn,Hargerie,82,Polygender,Estonian,Action|Crime
1694,Kippar,Mackrell,31,Genderqueer,Telugu,Children|Documentary
1695,Alister,McMorran,51,Genderqueer,Māori,Drama|Documentary|Musical
1696,Dal,Rotherforth,73,Bigender,Croatian,Action
1697,Alyson,Gabbatt,72,Genderqueer,Azeri,Adventure
1698,Kimmi,Kosiada,59,Genderfluid,Finnish,Animation
1699,Gale,Plumley,45,Bigender,Zulu,Children
1700,Antoinette,Bonsale,89,Polygender,Swedish,Comedy
1701,Priscilla,Girardini,24,Genderfluid,Dhivehi,Crime
1702,Ilsa,Loft,85,Female,Pashto,Documentary
1703,Kincaid,Cutchie,83,Agender,Portuguese,Drama
1704,Vevay,Lancashire,38,Genderqueer,Sotho,Fantasy
1705,Joela,Kunz,38,Agender,Swedish,Film-Noir
1706,Renata,Eslinger,71,Non-binary,Italian,Horror|Action
1707,Renae,Baxill,85,Polygender,Belarusian,IMAX
1708,Wenona,Brahmer,72,Genderfluid,New Zealand Sign Language,Musical
1709,Shelby,Golling,83,Genderfluid,Khmer,Mystery
1710,Maxine,Annear,43,Female,Pashto,Romance
1711,Christie,Moreby,57,Bigender,Telugu,Sci-Fi
1712,Drucy,Ballay,24,Male,Spanish,Thriller
1713,Torin,Navein,33,Genderqueer,German,War
1714,Isidoro,Gridley,57,Genderfluid,Tetum,Western
1715,Solomon,Baskwell,78,Non-binary,Somali,Action|Sci-Fi
1716,Stephana,Hydes,92,Agender,Somali,Action|Adventure|Sci-Fi
1717,Nealon,Ounsworth,40,Agender,Quechua,Animation|Animation
1718,Starlene,Carver,54,Male,Oriya,Children
1719,Emlynne,Sawden,54,Genderqueer,Hebrew,Action|Sci-Fi
1720,Lotte,Goranov,59,Agender,Guaraní,Action|Adventure|Sci-Fi
1721,Rheta,Gotcliff,87,Female,Finnish,Animation|Animation
1722,Romonda,Antoons,50,Polygender,German,Children
1723,Tully,Wadly,81,Bigender,Maltese,Comedy
1724,Lorie,Allsop,33,Female,Telugu,Action|Adventure|Crime|Thriller
1725,Joey,Buckston,66,Non-binary,Malagasy,Documentary
1726,Valeda,Martinuzzi,46,Bigender,Guaraní,Comedy|Drama
1727,Lucien,Shwalbe,65,Genderfluid,Tetum,Adventure|Fantasy
1728,Amalia,Matoshin,29,Agender,Luxembourgish,Film-Noir
1729,Fidelio,Dietzler,77,Polygender,Oriya,Horror
1730,Chloe,Ducker,56,Female,Aymara,Adventure|IMAX
1731,Arline,Hasely,22,Genderqueer,Gujarati,Animation|Musical
1732,Darice,Walbrook,57,Male,Kannada,Mystery
1733,Bastian,Winscomb,72,Bigender,English,Children|Romance
1734,Myrtia,Vicker,75,Non-binary,Punjabi,Sci-Fi
1735,Jessi,Payley,74,Male,Somali,Thriller|Adventure
1736,Maje,Godfery,56,Non-binary,English,Action|War|Thriller
1737,Devy,Golden of Ireland,33,Polygender,Amharic,Comedy|Western
1738,Benetta,Zolini,65,Female,Malay,Action|Adventure
1739,Felice,Salterne,32,Non-binary,Dari,Adventure|Action|Western
1740,Orelle,Mailey,38,Genderfluid,Afrikaans,Animation|Sci-Fi|Horror
1741,Cosmo,Carling,78,Female,Estonian,Children|Animation
1742,Marylin,Brandi,59,Genderqueer,Romanian,Comedy|Drama
1743,Tomasina,Chilcotte,61,Genderfluid,Portuguese,Crime|Adventure
1744,Riordan,Bosche,44,Agender,Estonian,Documentary|Western
1745,Cly,Larmett,25,Genderqueer,Zulu,Drama|Mystery
1746,Ari,Wessell,25,Genderqueer,West Frisian,Action|Fantasy|Horror
1747,Delilah,McConnel,34,Bigender,Polish,Action|Film-Noir
1748,Corene,Urry,47,Non-binary,Dari,Action|Horror
1749,Vin,Thieme,88,Genderqueer,Yiddish,IMAX|Fantasy
1750,Lonni,Giamelli,43,Female,Tetum,Musical|IMAX
1751,Harcourt,Bredes,65,Bigender,Khmer,Mystery|Thriller
1752,Francisco,Bather,29,Genderfluid,Dhivehi,Romance|Drama
1753,Gert,Rickertsen,75,Female,Tetum,Adventure|Comedy|Sci-F|Horror
1754,Lanita,Snelling,85,Non-binary,Moldovan,Thriller|Drama
1755,Rubia,Zucker,67,Polygender,Icelandic,War|Adventure|Horror
1756,Jozef,Pllu,24,Male,Luxembourgish,Action|Western
1757,Ardelis,Mauser,58,Genderqueer,Haitian Creole,Action|Animation
1758,Jarrad,Wallentin,45,Bigender,Finnish,Adventure|IMAX
1759,Rutherford,Jotcham,54,Agender,Marathi,Adventure|Animation
1760,Kiersten,Stiddard,79,Polygender,Afrikaans,Children|Comedy
1761,Maurene,Heineken,72,Genderfluid,Moldovan,Animation|Comedy
1762,Allayne,Snelle,30,Genderfluid,Gagauz,Crime|Western
1763,Tab,Paulsen,76,Bigender,Kannada,Documentary|Mystery|Film-Noir
1764,Tisha,Darell,67,Bigender,Azeri,Drama|Horror
1765,Harlene,Grizard,61,Genderfluid,Irish Gaelic,Adventure|Fantasy|Sci-Fi
1766,Sharity,Selley,20,Bigender,Gujarati,Film-Noir|Sci-Fi
1767,Ame,Gerish,27,Non-binary,Albanian,Horror|Thriller
1768,Luigi,Snarr,84,Bigender,Korean,IMAX|Adventure|Crime
1769,Arri,Izakson,81,Female,Hindi,Musical|Adventure
1770,Ganny,Hafner,84,Genderqueer,Moldovan,Adventure|Mystery|Western
1771,Zitella,Jewson,81,Bigender,Haitian Creole,Romance|Adventure
1772,Tonie,Bouzan,39,Genderfluid,Bengali,Animation|Sci-Fi
1773,Andras,Phlipon,29,Bigender,Dutch,Thriller|War|Drama
1774,Wilton,Ragg,90,Agender,Bislama,War|Action
1775,Saidee,Borrows,73,Agender,Kazakh,Adventure|War|Western
1776,Rebbecca,Casserley,62,Genderfluid,Kashmiri,Action|Comedy
1777,Eba,Gumme,22,Non-binary,Armenian,Action|Adventure|Thriller
1778,Lesly,Melburg,45,Genderqueer,Macedonian,Animation|Sci-Fi
1779,Loralie,Bourdas,35,Female,Dhivehi,Children|Mystery
1780,Dicky,Dyott,51,Female,Latvian,Action|Comedy|Western
1781,Dan,Kearey,49,Bigender,Punjabi,Action|Crime
1782,Oliver,Bullard,34,Genderqueer,Filipino,Children|Documentary
1783,Flori,Walley,59,Non-binary,Gagauz,Drama|Documentary|Musical
1784,Dorena,Guerin,39,Polygender,Hungarian,Animation|Comedy|Fantasy
1785,Pippa,Beauchamp,90,Genderqueer,Romanian,Film-Noir|War|Crime
1786,Isabelita,Klamp,70,Bigender,West Frisian,Adventure|Horror
1787,Dosi,Weldon,67,Female,Papiamento,Adventure|Animation|IMAX
1788,Fawnia,Ortsmann,75,Agender,Czech,Children|Musical
1789,Lavena,Ellar,77,Bigender,Ndebele,Action|Mystery|IMAX|Sci-Fi
1790,Olag,Castletine,42,Polygender,Bosnian,Comedy|Romance
1791,Andreana,Escreet,20,Agender,Thai,Animation|Sci-Fi|War
1792,Dorice,Lethlay,27,Agender,Croatian,Thriller|Sci-Fi|
1793,Fionnula,Pilch,45,Polygender,Catalan,War|Adventure|Fantasy|Sci-Fi
1794,Frankie,Askey,87,Genderfluid,Armenian,Western|Drama
1795,Goran,Goscomb,90,Agender,Quechua,Action
1796,Lusa,Cesaric,75,Male,Bosnian,Adventure
1797,Vivie,Dumberrill,21,Non-binary,Tajik,Animation
1798,Valery,Spykins,45,Agender,Guaraní,Children
1799,Margi,Ledrane,52,Male,Khmer,Comedy
1800,Nealy,Wayon,27,Male,Nepali,Crime
1801,Si,Reolfo,53,Female,Bosnian,Documentary
1802,Zebadiah,Amer,59,Polygender,Yiddish,Drama
1803,Anna,Ruusa,28,Polygender,Malagasy,Fantasy
1804,Farleigh,Haliday,53,Female,Luxembourgish,Film-Noir
1805,Sholom,Basterfield,48,Agender,Khmer,Horror|Action
1806,Tabatha,Heinemann,39,Bigender,Sotho,IMAX
1807,Merlina,Shingles,26,Agender,Khmer,Musical
1808,Broddie,Huddlestone,43,Bigender,Montenegrin,Mystery
1809,Shelden,Tagg,88,Female,Māori,Romance
1810,Laraine,Morgan,58,Agender,Icelandic,Sci-Fi
1811,Zandra,Gowar,87,Bigender,Quechua,Thriller
1812,Elna,Heathcote,75,Genderqueer,Dhivehi,War
1813,Filbert,Raleston,38,Female,Malagasy,Western
1814,Evangeline,Kruschev,73,Bigender,Indonesian,Action|Sci-Fi
1815,Marcelline,Bratty,79,Genderqueer,Tsonga,Action|Adventure|Sci-Fi
1816,Edeline,Yitzovicz,82,Male,Chinese,Animation|Animation
1817,Brooks,Ling,82,Agender,Albanian,Children
1818,Dorrie,Brokenshaw,33,Female,Filipino,Comedy
1819,Cheri,Wellard,71,Non-binary,Arabic,Action|Adventure|Crime|Thriller
1820,Nevin,Tine,47,Male,Luxembourgish,Documentary
1821,Nomi,Revie,71,Genderfluid,New Zealand Sign Language,Comedy|Drama
1822,Darleen,Northcote,64,Genderqueer,Dhivehi,Adventure|Fantasy
1823,Seka,Annatt,68,Bigender,Kazakh,Film-Noir
1824,Tracey,Garrison,49,Male,Malagasy,Horror
1825,Dru,Sperring,74,Agender,Hindi,Adventure|IMAX
1826,Marcia,Domenichini,71,Bigender,Swahili,Animation|Musical
1827,Caitrin,Rangall,29,Male,Burmese,Mystery
1828,Cary,Clerc,85,Female,Thai,Children|Romance
1829,Babette,Crotty,47,Non-binary,Quechua,Sci-Fi
1830,Harland,Tathacott,83,Bigender,Spanish,Thriller|Adventure
1831,Catherina,Reneke,74,Bigender,Nepali,Action|War|Thriller
1832,Cedric,Adamec,52,Polygender,Pashto,Comedy|Western
1833,Jackqueline,Follet,89,Genderfluid,Icelandic,Action|Adventure
1834,Gilberte,Gainor,50,Female,Tajik,Adventure|Action|Western
1835,Rora,Kilmary,40,Female,Swati,Animation|Sci-Fi|Horror
1836,Kip,Linger,19,Non-binary,Korean,Children|Animation
1837,Ardisj,Manuely,28,Polygender,Afrikaans,Comedy|Drama
1838,Devy,Eydel,82,Non-binary,West Frisian,Crime|Adventure
1839,Claribel,Neat,57,Genderqueer,Ndebele,Documentary|Western
1840,Ignace,Iacofo,25,Non-binary,Tsonga,Drama|Mystery
1841,Rodolfo,O' Culligan,36,Non-binary,English,Action|Fantasy|Horror
1842,Dianemarie,Lantuff,48,Genderqueer,Papiamento,Action|Film-Noir
1843,Alberik,Savoury,56,Genderfluid,Somali,Action|Horror
1844,Ellie,Ashmole,63,Polygender,Malagasy,IMAX|Fantasy
1845,Linnet,Raper,88,Non-binary,Sotho,Musical|IMAX
1846,Oriana,Hinemoor,76,Non-binary,Croatian,Mystery|Thriller
1847,Billi,Fenech,91,Bigender,Montenegrin,Romance|Drama
1848,Dana,Seawell,28,Non-binary,Dutch,Adventure|Comedy|Sci-F|Horror
1849,Evered,Fairlaw,18,Genderfluid,Lao,Thriller|Drama
1850,Wilbur,Bruni,85,Genderqueer,Estonian,War|Adventure|Horror
1851,Salem,Hunday,23,Genderqueer,Macedonian,Action|Western
1852,Zaccaria,Agge,42,Genderfluid,Tamil,Action|Animation
1853,Callie,Elgee,58,Genderqueer,Hungarian,Adventure|IMAX
1854,Mordy,Marklow,59,Polygender,Haitian Creole,Adventure|Animation
1855,Hillary,Itshak,35,Polygender,Persian,Children|Comedy
1856,Hedvig,Theml,18,Genderfluid,Malay,Animation|Comedy
1857,Berri,Sivills,92,Genderfluid,French,Crime|Western
1858,Sky,Offen,92,Genderfluid,Hungarian,Documentary|Mystery|Film-Noir
1859,Hadleigh,Bushby,45,Genderfluid,Filipino,Drama|Horror
1860,Bradan,Govinlock,79,Male,Pashto,Adventure|Fantasy|Sci-Fi
1861,Helene,Kingston,74,Male,Northern Sotho,Film-Noir|Sci-Fi
1862,Maison,Salliere,47,Bigender,Bislama,Horror|Thriller
1863,Dacia,Goundrill,34,Genderfluid,Lithuanian,IMAX|Adventure|Crime
1864,Obadiah,Astell,42,Genderfluid,Swedish,Musical|Adventure
1865,Barbette,Tombling,44,Agender,Quechua,Adventure|Mystery|Western
1866,Alvera,Colyer,37,Agender,Armenian,Romance|Adventure
1867,Sasha,Segot,19,Male,Georgian,Animation|Sci-Fi
1868,Genny,Castagneto,55,Agender,Kyrgyz,Thriller|War|Drama
1869,Thalia,Ding,38,Non-binary,Bosnian,War|Action
1870,Tobey,Cornford,60,Genderqueer,Ndebele,Adventure|War|Western
1871,Alaric,Tillman,81,Agender,Tsonga,Action|Comedy
1872,Nikola,Scohier,81,Genderqueer,Norwegian,Action|Adventure|Thriller
1873,Abigale,Servis,79,Agender,Bulgarian,Animation|Sci-Fi
1874,Orran,Hallatt,34,Male,Bislama,Children|Mystery
1875,Frank,Jellicorse,58,Genderqueer,Indonesian,Action|Comedy|Western
1876,Esteban,Walburn,88,Non-binary,Telugu,Action|Crime
1877,Gabey,Scarrott,67,Male,Aymara,Children|Documentary
1878,Georgi,Easlea,87,Polygender,Afrikaans,Drama|Documentary|Musical
1879,Tuck,Huggill,80,Non-binary,Italian,Action
1880,Grover,Kuna,32,Non-binary,Swati,Adventure
1881,Anabella,Goodspeed,91,Female,Nepali,Animation
1882,Roberto,Hughlock,54,Non-binary,Somali,Children
1883,Prentiss,Bradnock,51,Genderqueer,Japanese,Comedy
1884,Rena,Moule,20,Male,Dari,Crime
1885,Gian,Shillabear,77,Non-binary,Aymara,Documentary
1886,Aviva,Tomini,68,Polygender,Latvian,Drama
1887,Tallie,Ogbourne,83,Genderfluid,Amharic,Fantasy
1888,Avram,Hardaway,23,Agender,Kazakh,Film-Noir
1889,Fredek,McElwee,23,Bigender,Lao,Horror|Action
1890,Casey,Duetsche,30,Genderfluid,Bislama,IMAX
1891,Hermann,Selliman,51,Genderqueer,Tajik,Musical
1892,Kristopher,Oag,59,Agender,Polish,Mystery
1893,Yul,Erskine Sandys,30,Genderfluid,Aymara,Romance
1894,Cal,Everingham,27,Male,Swati,Sci-Fi
1895,Vivyan,McComb,70,Agender,Kurdish,Thriller
1896,Melisande,Norcliffe,55,Genderfluid,Quechua,War
1897,Hannis,Mauchlen,44,Bigender,Belarusian,Western
1898,Elmore,Harron,77,Non-binary,Latvian,Action|Sci-Fi
1899,Tuckie,Prangley,49,Female,Luxembourgish,Action|Adventure|Sci-Fi
1900,Anatole,Gaunter,39,Genderfluid,Azeri,Animation|Animation
1901,Sherline,Hebblethwaite,79,Genderfluid,Malagasy,Children
1902,Rogers,Tammadge,18,Polygender,Yiddish,Comedy
1903,Donelle,Broose,33,Bigender,Assamese,Action|Adventure|Crime|Thriller
1904,Theo,Cooper,42,Bigender,Croatian,Documentary
1905,Lemmy,Stummeyer,36,Genderqueer,Tok Pisin,Comedy|Drama
1906,Manda,Guice,90,Genderqueer,Pashto,Adventure|Fantasy
1907,Dorothea,Fonte,88,Non-binary,Punjabi,Film-Noir
1908,Desiree,Walisiak,35,Genderqueer,Georgian,Horror
1909,Dael,Pacheco,43,Genderqueer,Estonian,Adventure|IMAX
1910,Berna,Cottey,51,Non-binary,Burmese,Animation|Musical
1911,Vachel,Edscer,81,Agender,Luxembourgish,Mystery
1912,Darlleen,Wheelton,49,Genderfluid,Māori,Children|Romance
1913,Onfre,Konke,61,Non-binary,Papiamento,Sci-Fi
1914,Joseph,Hitzmann,29,Genderfluid,Filipino,Thriller|Adventure
1915,Ronna,Crumpton,83,Male,Bosnian,Action|War|Thriller
1916,Archy,Slocum,47,Non-binary,Dutch,Comedy|Western
1917,Celinda,Piddle,78,Male,Luxembourgish,Action|Adventure
1918,Heather,Vicarey,47,Polygender,Hindi,Adventure|Action|Western
1919,Giusto,Terbrug,51,Bigender,Haitian Creole,Animation|Sci-Fi|Horror
1920,Moore,Jansa,40,Polygender,Dzongkha,Children|Animation
1921,Perrine,Conner,48,Genderqueer,Fijian,Comedy|Drama
1922,Darrel,Gulk,20,Genderfluid,Dzongkha,Crime|Adventure
1923,Sinclair,Burfield,49,Genderfluid,Gujarati,Documentary|Western
1924,Wenda,Abbotson,34,Genderfluid,Papiamento,Drama|Mystery
1925,Milo,Baxill,30,Genderqueer,Ndebele,Action|Fantasy|Horror
1926,Reine,Jorioz,46,Genderqueer,Bosnian,Action|Film-Noir
1927,Quincy,Rama,18,Genderfluid,Indonesian,Action|Horror
1928,Raphaela,Swinn,58,Genderfluid,Tajik,IMAX|Fantasy
1929,Dur,Twinn,34,Non-binary,Indonesian,Musical|IMAX
1930,Mercy,Charle,59,Male,Fijian,Mystery|Thriller
1931,Jarret,Leteurtre,40,Polygender,Bengali,Romance|Drama
1932,Hanan,Tombleson,79,Agender,Persian,Adventure|Comedy|Sci-F|Horror
1933,Tracie,Brister,90,Polygender,Italian,Thriller|Drama
1934,Olympia,Kording,91,Male,Tajik,War|Adventure|Horror
1935,Claiborn,Kiebes,57,Male,Indonesian,Action|Western
1936,Marta,Halifax,48,Female,Papiamento,Action|Animation
1937,Sax,Raddon,34,Agender,Luxembourgish,Adventure|IMAX
1938,Robbi,MacCostigan,44,Genderfluid,English,Adventure|Animation
1939,Trix,Polotti,57,Non-binary,Kurdish,Children|Comedy
1940,Lem,Pryn,61,Polygender,Japanese,Animation|Comedy
1941,Meryl,MacAlroy,59,Bigender,Aymara,Crime|Western
1942,Eilis,Kleis,77,Bigender,Pashto,Documentary|Mystery|Film-Noir
1943,Timmy,Meneghi,32,Agender,Luxembourgish,Drama|Horror
1944,Frankie,Espada,56,Non-binary,Thai,Adventure|Fantasy|Sci-Fi
1945,Blake,Abba,90,Non-binary,Dutch,Film-Noir|Sci-Fi
1946,Sammy,Emanuel,83,Female,Gagauz,Horror|Thriller
1947,Willabella,Cossam,62,Genderfluid,Lithuanian,IMAX|Adventure|Crime
1948,Rozanne,Garoghan,89,Agender,Persian,Musical|Adventure
1949,Vivie,Ringwood,62,Genderfluid,Malagasy,Adventure|Mystery|Western
1950,Melli,Corner,27,Non-binary,Moldovan,Romance|Adventure
1951,Gilles,Gotcliff,18,Male,Afrikaans,Animation|Sci-Fi
1952,Adriana,Greenier,26,Agender,Belarusian,Thriller|War|Drama
1953,Marielle,Keyson,46,Genderfluid,German,War|Action
1954,Guilbert,Handrek,92,Polygender,Kashmiri,Adventure|War|Western
1955,Gunar,Grzeskowski,79,Male,Catalan,Action|Comedy
1956,Marcy,Inkles,20,Female,Malay,Action|Adventure|Thriller
1957,Octavius,Strahan,71,Genderqueer,Catalan,Animation|Sci-Fi
1958,Del,Skottle,76,Non-binary,Guaraní,Children|Mystery
1959,Lethia,Ketteringham,46,Male,Bulgarian,Action|Comedy|Western
1960,Gerome,Volett,24,Non-binary,Hiri Motu,Action|Crime
1961,Crosby,Pearse,63,Polygender,Hindi,Children|Documentary
1962,Sibyl,Donavan,62,Polygender,Moldovan,Drama|Documentary|Musical
1963,Mattie,Dabels,69,Agender,Marathi,Animation|Comedy|Fantasy
1964,Moises,Redwin,48,Agender,Quechua,Film-Noir|War|Crime
1965,Maynord,Vokins,37,Female,Quechua,Adventure|Horror
1966,Dotty,Antonucci,74,Genderfluid,Aymara,Adventure|Animation|IMAX
1967,Jori,Clapshaw,55,Female,Kazakh,Children|Musical
1968,Dorine,Eccleshall,63,Non-binary,Mongolian,Action|Mystery|IMAX|Sci-Fi
1969,Franklyn,Boulder,92,Polygender,Greek,Comedy|Romance
1970,Tarrah,Pietrusiak,41,Genderqueer,Tamil,Animation|Sci-Fi|War
1971,Wayne,Pryce,49,Male,Montenegrin,Thriller|Sci-Fi|
1972,Camilla,Budgey,26,Male,Swahili,War|Adventure|Fantasy|Sci-Fi
1973,Kerianne,Reicharz,50,Genderqueer,Italian,Western|Drama
1974,Winn,Troup,33,Non-binary,Icelandic,Action
1975,Coraline,Brignall,65,Genderqueer,Thai,Adventure
1976,Duane,Chittem,89,Polygender,Hindi,Animation
1977,Estel,Clemas,33,Bigender,Kashmiri,Children
1978,Lezlie,Trotman,68,Polygender,Kyrgyz,Comedy
1979,Shela,Maryott,60,Polygender,Azeri,Crime
1980,Liana,Trewinnard,88,Bigender,Moldovan,Documentary
1981,Guinevere,Bonner,89,Polygender,Luxembourgish,Drama
1982,Stormie,Fayter,18,Non-binary,Hebrew,Fantasy
1983,Zebulon,Crutcher,75,Non-binary,Portuguese,Film-Noir
1984,Maryellen,McLeish,68,Agender,Kashmiri,Horror|Action
1985,Leonanie,Alford,83,Agender,Greek,IMAX
1986,Alexi,Sulman,86,Genderfluid,Burmese,Musical
1987,Caz,Lagne,89,Female,Bislama,Mystery
1988,Eleanora,Barclay,78,Non-binary,Bulgarian,Romance
1989,Kyle,Towson,85,Male,Assamese,Sci-Fi
1990,Loreen,Samuels,46,Female,Haitian Creole,Thriller
1991,Elonore,Bonde,36,Agender,Khmer,War
1992,Raleigh,Roscam,76,Agender,Hiri Motu,Western
1993,Iormina,Tomet,26,Bigender,Assamese,Action|Sci-Fi
1994,Sven,Fidell,81,Agender,Czech,Action|Adventure|Sci-Fi
1995,Elspeth,Gigg,77,Genderqueer,Malagasy,Animation|Animation
1996,Cheston,Siddens,86,Agender,Greek,Children
1997,Ward,Helm,84,Genderqueer,Hindi,Comedy
1998,Frankie,Galtone,40,Polygender,Tsonga,Action|Adventure|Crime|Thriller
1999,Lenka,Tampin,37,Male,Quechua,Documentary
2000,Mirabella,Gurnett,27,Female,Burmese,Comedy|Drama
2001,Jaime,Manley,34,Polygender,Lao2002,Adventure|Fantasy
2003,Tiler,Youd,48,Agender,Hungarian,Film-Noir
2004,Josefa,Redd,47,Genderqueer,Ndebele,Horror
2005,Mia,Kimberley,21,Genderfluid,Thai,Adventure|IMAX
2006,Gawain,Lowdwell,49,Polygender,Tsonga,Animation|Musical
2007,Loren,Matton,54,Agender,Lithuanian,Mystery
2008,Wilton,Flahive,30,Genderfluid,Punjabi,Children|Romance
2009,Midge,Checcucci,86,Agender,Tok Pisin,Sci-Fi
2010,Bern,Easlea,34,Genderqueer,Arabic,Thriller|Adventure
2011,Emmey,Raine,78,Male,Burmese,Action|War|Thriller
2012,Jermaine,Letertre,54,Non-binary,Bislama,Comedy|Western
2013,Riley,Swayland,85,Agender,Arabic,Action|Adventure
2014,Ethan,Lillistone,32,Agender,English,Adventure|Action|Western
2015,Traver,Penna,34,Agender,Kyrgyz,Animation|Sci-Fi|Horror
2016,Wang,Rizzardo,64,Male,Icelandic,Children|Animation
2017,Sibley,Lean,45,Genderqueer,Mongolian,Comedy|Drama
2018,Reinhold,McNish,51,Polygender,Burmese,Crime|Adventure
2019,Corilla,Izkovici,63,Genderqueer,Macedonian,Documentary|Western
2020,Raimund,Eddisford,46,Non-binary,Malagasy,Drama|Mystery
2021,Alic,Swiffin,37,Bigender,Aymara,Action|Fantasy|Horror
2022,Valaria,Lumm,29,Genderfluid,Portuguese,Action
2023,Kellyann,Placidi,61,Polygender,Bulgarian,Adventure
2024,Enrico,Snelson,70,Bigender,Estonian,Animation
2025,Elliott,Serotsky,73,Agender,French,Children
2026,Margi,Floch,89,Bigender,Hindi,Comedy
2027,Deidre,Pinock,57,Agender,Belarusian,Crime
2028,Alisa,Dmitrievski,18,Agender,Malagasy,Documentary
2029,Roberto,Slot,87,Genderfluid,Kyrgyz,Drama
2030,Ondrea,Chamney,86,Polygender,Luxembourgish,Fantasy
2031,Jabez,Bushell,22,Genderfluid,Punjabi,Film-Noir
2032,Wilone,Regelous,74,Polygender,Kashmiri,Horror|Action
2033,Ame,Berndsen,48,Male,Ndebele,IMAX
2034,Amalie,Staton,74,Male,French,Musical
2035,Archie,Antyshev,30,Male,Bulgarian,Mystery
2036,Arni,Cluckie,54,Bigender,Hebrew,Romance
2037,Frances,Pinniger,40,Male,Armenian,Sci-Fi
2038,Berny,Bagshaw,33,Genderqueer,Arabic,Thriller
2039,Amby,Astill,54,Bigender,Tajik,War
2040,Cordey,Dare,22,Genderfluid,Kannada,Western
2041,Ianthe,Gorger,57,Genderfluid,Italian,Action|Sci-Fi
2042,Phedra,Chafer,37,Polygender,Dzongkha,Action|Adventure|Sci-Fi
2043,Starla,Orpen,46,Non-binary,Montenegrin,Animation|Animation
2044,Prudy,Chazelas,55,Genderqueer,Chinese,Children
2045,Shalna,Britian,60,Bigender,Thai,Comedy
2046,Danie,Wharrier,61,Agender,Quechua,Action|Adventure|Crime|Thriller
2047,Wendeline,Howland,46,Genderqueer,Dari,Documentary
2048,Nichols,Avrasin,50,Bigender,Italian,Comedy|Drama
2049,Nikaniki,Kelling,72,Polygender,Persian,Adventure|Fantasy
2050,Kenton,Solloway,50,Agender,Kazakh,Film-Noir
