email_address,email_type,email_perm, email_freq
jacob87@gmail.com,Home,Opt-In,21
robertjohnson@gmail.com,Home,Opt-Out,21
janetthompson@galloway.com,Work,Opt-In,14
jordan11@example.com,Unknown,Opt-In,21
xpatrick@example.org,Other,Unkown,14
jerrymyers@gmail.com,Personal,Opt-In,7
ugreene@example.org,Unknown,Opt-In,14
rileydavid@example.net,Other,Opt-In,21
harrellzachary@example.org,Unknown,Opt-In,21
shaneforbes@hotmail.com,Home,Opt-In,14
jenningswendy@example.org,Unknown,Opt-In,14
carrillodavid@example.net,Other,Opt-In,21
simmonspatrick@cook.net,Work,Opt-In,7
smithmary@example.com,Unknown,Unkown,14
zgeorge@gmail.com,Personal,Opt-In,21
knightlogan@hotmail.com,Personal,Opt-In,1
morgankenneth@weber.biz,Work,Opt-Out,14
nathanieldavidson@hotmail.com,Personal,Unkown,7
fschmidt@gmail.com,Home,Opt-In,7
egomez@matthews.net,Work,Opt-In,21
michelle93@griffin.com,Work,Opt-In,30
patricia14@poole-armstrong.com,Home,Opt-In,21
michele61@adams.com,Work,Opt-In,30
davidsonchristy@example.com,Unknown,Opt-In,14
westcrystal@example.com,Other,Unkown,21
johnskinner@solis.biz,Work,Opt-In,7
adamsjoanna@brooks-clark.net,Work,Opt-Out,30
gonzaleshaley@ochoa.net,Work,Opt-Out,30
sarahall@example.net,Unknown,Opt-In,21
mhernandez@hotmail.com,Personal,Opt-In,14
blacklisa@gmail.com,Personal,Opt-Out,21
lauren87@hotmail.com,Personal,Opt-In,1
danielhamilton@example.com,Unknown,Opt-In,14
ricardomullen@yahoo.com,Home,Opt-In,21
mercedes37@example.com,Other,Unkown,21
frederickporter@sherman.com,Work,Opt-In,30
monicabest@yahoo.com,Personal,Opt-Out,21
ycherry@example.net,Unknown,Opt-Out,14
jonesmichael@example.org,Other,Opt-In,14
russelltyler@yahoo.com,Personal,Opt-In,1
ikane@hotmail.com,Personal,Opt-In,7
david98@example.net,Unknown,Opt-Out,14
stevenramsey@gmail.com,Personal,Opt-In,21
uwoods@example.net,Other,Unkown,14
scottkenneth@gmail.com,Home,Opt-In,21
vincentcarpenter@yahoo.com,Home,Opt-In,21
austinnathan@example.net,Unknown,Opt-In,14
erogers@example.com,Other,Unkown,14
brownelizabeth@example.net,Other,Opt-Out,21
williamsjose@yahoo.com,Home,Opt-In,1
destinyjones@young.com,Work,Opt-Out,30
stacey28@example.net,Other,Unkown,14
pattonkristen@myers.org,Work,Opt-In,7
joseph27@robinson.com,Home,Opt-Out,21
gomezstephen@mason.com,Home,Opt-In,14
lopezalexander@example.com,Unknown,Unkown,21
james65@example.com,Other,Opt-Out,14
john10@hotmail.com,Home,Unkown,1
cathy98@example.com,Other,Opt-In,14
washingtonbenjamin@gmail.com,Personal,Unkown,14
markgriffith@example.net,Unknown,Opt-Out,21
gkeller@example.com,Other,Opt-Out,21
richardmiller@yahoo.com,Home,Opt-Out,14
duane97@yahoo.com,Home,Opt-Out,14
thomasmoore@gmail.com,Personal,Unkown,21
nancyross@example.net,Other,Opt-In,21
daisyvasquez@webb-adams.com,Work,Opt-In,7
eflores@yahoo.com,Home,Opt-In,14
deanjanice@gmail.com,Personal,Opt-In,7
juliacollins@example.org,Unknown,Unkown,14
lgray@hotmail.com,Home,Opt-In,7
edward17@pearson-evans.biz,Work,Opt-In,30
sbrooks@jordan.com,Work,Opt-Out,30
sblair@hotmail.com,Personal,Opt-Out,7
baileyrichard@example.com,Other,Opt-In,14
alyssawilson@example.com,Unknown,Opt-In,21
kimberly27@example.net,Unknown,Opt-In,14
villegasstephanie@example.net,Other,Unkown,21
meganbrown@lawson-hayes.com,Work,Opt-In,14
nicholas79@gmail.com,Personal,Opt-In,1
steeledakota@example.net,Unknown,Opt-Out,21
uthornton@rodgers.com,Home,Unkown,21
anthony29@mann-browning.com,Home,Unkown,7
kylethompson@hotmail.com,Personal,Opt-Out,14
kimberly14@meyers-cohen.com,Work,Opt-Out,21
millersuzanne@example.org,Other,Unkown,14
mford@example.net,Unknown,Unkown,21
stevenfoster@hotmail.com,Home,Opt-Out,7
william89@harris.biz,Work,Opt-Out,30
daniel50@hotmail.com,Home,Opt-In,21
oburke@jones.org,Work,Opt-In,14
ghernandez@vasquez.biz,Work,Opt-Out,21
carpentercourtney@molina.org,Home,Opt-Out,7
xjackson@example.com,Unknown,Opt-In,14
courtneyblack@yahoo.com,Personal,Opt-Out,14
jeffreysmith@yahoo.com,Personal,Opt-In,1
ashley38@brown-solomon.com,Home,Unkown,1
joshuahogan@gmail.com,Personal,Unkown,21
craig66@allen.biz,Work,Opt-Out,30
lisa48@callahan.com,Work,Opt-Out,7
amandamueller@example.org,Other,Opt-Out,21
deborah35@yahoo.com,Personal,Opt-In,1
lucas17@hotmail.com,Personal,Opt-In,1
samanthapittman@example.com,Other,Unkown,21
qfields@example.org,Unknown,Opt-In,14
zmays@thomas-johnson.com,Home,Opt-In,7
perry64@example.com,Unknown,Unkown,14
richardsheather@perez.com,Work,Opt-Out,7
brian30@marshall-smith.info,Work,Opt-Out,7
sean00@butler.info,Work,Opt-Out,21
stonedesiree@ayers.com,Work,Opt-In,14
ywilliams@gmail.com,Personal,Opt-Out,1
mrobinson@example.net,Unknown,Opt-Out,14
anna28@hotmail.com,Home,Unkown,14
reynoldsnatasha@gmail.com,Home,Opt-In,14
nlopez@gmail.com,Personal,Opt-In,1
wlarson@example.com,Unknown,Opt-In,21
xsmith@example.net,Other,Opt-Out,14
mwatson@example.org,Unknown,Opt-Out,14
leslie01@example.com,Unknown,Unkown,14
griffinfrancisco@yahoo.com,Home,Opt-Out,7
tburnett@schaefer.com,Work,Opt-In,14
jason36@anderson-dean.biz,Work,Opt-In,21
rebeccawells@ramirez-miller.com,Work,Opt-In,14
robert43@yahoo.com,Personal,Opt-In,21
jason65@levy.com,Work,Opt-In,14
margarethansen@hotmail.com,Home,Opt-In,7
joycelewis@yahoo.com,Personal,Unkown,7
toddburns@example.com,Unknown,Unkown,14
timothyrowe@hotmail.com,Home,Unkown,7
xmalone@carpenter.info,Work,Opt-Out,14
christopherrobertson@hotmail.com,Home,Opt-In,14
sthomas@example.com,Other,Opt-In,21
gabrielelliott@example.net,Unknown,Opt-Out,21
ogreen@smith.info,Work,Opt-In,14
chloe57@example.org,Unknown,Opt-In,21
amandaklein@example.net,Unknown,Unkown,14
tinasimmons@hotmail.com,Personal,Opt-In,7
christina63@example.net,Unknown,Opt-In,21
priscilla63@hotmail.com,Personal,Unkown,7
leenicholas@example.com,Unknown,Opt-Out,14
kimberlywells@mcneil.info,Work,Opt-In,30
basselizabeth@example.net,Unknown,Opt-In,21
josephjones@example.org,Unknown,Opt-Out,14
nlevine@hawkins.com,Work,Opt-Out,21
vhopkins@example.com,Other,Opt-In,14
lauraroach@pitts-west.com,Work,Opt-Out,21
robertrivera@robertson.net,Home,Opt-In,7
brendansmith@example.com,Unknown,Opt-Out,14
daviessheila@example.com,Other,Opt-In,21
patrick53@example.org,Other,Opt-In,14
perkinsmichael@wyatt.org,Work,Opt-In,7
craigfischer@example.net,Unknown,Unkown,21
kayla95@example.com,Unknown,Opt-Out,14
lori64@smith.com,Work,Opt-Out,7
hensleyandrea@drake.com,Home,Opt-Out,14
ialvarez@example.net,Unknown,Opt-Out,14
uwhitaker@barnes.info,Work,Opt-Out,14
wesparza@ruiz.com,Work,Opt-Out,14
dixonsamantha@yahoo.com,Personal,Opt-In,1
lanceanderson@gmail.com,Personal,Unkown,14
gregorywallace@yahoo.com,Personal,Opt-In,1
paynemichael@example.com,Other,Unkown,14
kmccarthy@hotmail.com,Personal,Opt-Out,1
ashleybond@yahoo.com,Personal,Opt-In,21
aaronrobinson@hotmail.com,Personal,Unkown,7
lori61@hotmail.com,Home,Opt-In,21
mccarthywilliam@gmail.com,Personal,Opt-Out,1
connorblake@gmail.com,Personal,Opt-In,7
paigejames@example.org,Other,Unkown,14
amber28@example.net,Unknown,Opt-In,14
kyliejackson@mcdaniel.com,Home,Unkown,1
yodom@hotmail.com,Personal,Opt-In,14
aaron96@greer.com,Work,Opt-In,21
kevinmoore@example.org,Other,Opt-In,14
uglover@little.net,Work,Opt-Out,30
mary47@example.org,Other,Opt-In,14
matthewferguson@hotmail.com,Personal,Opt-In,1
quinnjohn@holland-jackson.com,Work,Opt-In,30
moranalec@example.net,Unknown,Unkown,14
wbradford@yahoo.com,Personal,Opt-In,1
zrussell@lynch.org,Home,Opt-In,14
matthew68@george.com,Work,Opt-In,30
jennifermoore@henry.com,Work,Opt-Out,30
smithmark@example.org,Unknown,Unkown,21
ablack@example.net,Other,Unkown,14
davidperez@harrison.info,Work,Opt-In,21
elizabethgonzalez@gmail.com,Personal,Unkown,1
lisa05@dawson.info,Work,Opt-In,7
mosleymelissa@alexander.com,Work,Opt-Out,21
camachocheryl@yahoo.com,Home,Opt-In,21
anthony94@yahoo.com,Personal,Unkown,1
reyesblake@example.com,Other,Opt-In,14
emilyrodriguez@example.com,Unknown,Opt-In,14
elizabeth22@young-thomas.com,Home,Unkown,21
ophillips@johnson.com,Work,Opt-Out,14
bakerapril@example.org,Unknown,Opt-Out,21
jeffrey09@example.net,Unknown,Unkown,14
tpeterson@gmail.com,Personal,Opt-Out,21
parnold@gmail.com,Home,Unkown,7
christiannewman@gmail.com,Home,Unkown,21
mary13@example.com,Other,Unkown,14
gallagherkara@thompson.com,Work,Opt-Out,21
smithcourtney@collier.org,Work,Opt-In,30
vmurphy@french-neal.com,Work,Opt-In,30
smithmatthew@example.net,Unknown,Opt-In,21
virginia91@example.com,Other,Opt-In,14
amandagray@example.net,Other,Unkown,21
alexander74@johnson-jackson.net,Work,Opt-Out,21
stephensdale@example.org,Other,Opt-In,21
robynscott@example.net,Unknown,Opt-In,14
campbellrebecca@hotmail.com,Personal,Unkown,14
yvillanueva@costa.com,Work,Opt-In,14
yuangela@example.org,Unknown,Opt-In,14
singhemily@example.com,Unknown,Opt-In,14
qmathews@robertson.net,Work,Opt-In,14
jeffreycook@hanson-carrillo.info,Work,Opt-In,30
jeremy85@jones.biz,Work,Opt-In,14
jthomas@example.org,Unknown,Opt-Out,21
patelkathleen@example.net,Unknown,Opt-Out,21
kathryn35@example.com,Other,Unkown,14
buckkristin@example.net,Unknown,Opt-Out,14
nwilson@gmail.com,Personal,Opt-Out,21
dyoung@taylor.com,Home,Opt-In,14
james36@example.org,Other,Opt-In,14
pwalker@example.net,Unknown,Opt-Out,14
ryanthomas@nielsen-bolton.com,Work,Opt-In,30
osbornepaul@example.net,Unknown,Unkown,14
hicksandrew@yahoo.com,Home,Opt-Out,14
scottjones@example.com,Other,Opt-Out,14
xmartinez@example.org,Other,Opt-In,21
njohnson@yahoo.com,Personal,Opt-In,1
larrysalas@example.com,Unknown,Opt-In,14
yhernandez@gmail.com,Personal,Opt-In,7
lsimmons@example.org,Unknown,Opt-In,21
wilsonlisa@romero-parsons.com,Home,Opt-In,1
ericmelendez@example.net,Other,Opt-In,21
ygomez@yahoo.com,Personal,Opt-In,21
brian54@wagner.com,Home,Opt-In,21
samanthaskinner@example.net,Unknown,Unkown,14
joconnor@hotmail.com,Personal,Opt-In,21
jessicaterry@example.org,Unknown,Opt-In,14
ashley04@example.org,Other,Opt-Out,21
lyonsanna@example.org,Other,Opt-Out,21
holly98@example.com,Unknown,Opt-In,21
marc20@blake-nguyen.com,Home,Unkown,21
darlene57@example.org,Other,Unkown,21
mperez@yahoo.com,Personal,Opt-Out,21
davischad@nelson.biz,Work,Opt-Out,14
ykelley@example.org,Other,Opt-Out,21
norrisjames@hotmail.com,Personal,Opt-In,14
lking@example.org,Unknown,Opt-Out,21
daniellerodriguez@mueller.com,Work,Opt-In,7
sierrapalmer@rodriguez.com,Work,Opt-In,21
bishopluke@joseph.com,Work,Opt-In,14
barnettgeorge@wolfe.biz,Work,Opt-Out,30
taylorsierra@palmer.com,Home,Opt-In,7
erin50@example.org,Other,Unkown,21
lopezchristina@yahoo.com,Home,Opt-In,21
benjamin34@hotmail.com,Personal,Opt-In,14
sanfordstephanie@example.net,Unknown,Unkown,14
xellis@example.net,Other,Opt-In,14
theresa15@example.org,Other,Unkown,14
flittle@lee.net,Work,Opt-Out,21
jameskirby@example.com,Unknown,Opt-In,14
carlsondiana@soto.com,Home,Opt-Out,14
farrellkrystal@gmail.com,Personal,Unkown,1
miranda02@gmail.com,Personal,Opt-In,14
robertsawyer@yahoo.com,Personal,Opt-In,14
krobinson@example.com,Unknown,Opt-Out,21
skim@davis.biz,Work,Opt-Out,7
qjones@graves.com,Home,Unkown,14
megan04@example.com,Unknown,Opt-In,21
brockkatherine@gmail.com,Personal,Opt-In,7
hoffmantina@gmail.com,Personal,Unkown,1
scottsexton@example.org,Other,Opt-Out,14
carlosmoore@gill.com,Work,Opt-In,30
aarontaylor@gmail.com,Home,Opt-In,21
martinezwalter@example.net,Unknown,Opt-In,14
adriana53@hickman-williams.com,Home,Unkown,7
shunt@example.org,Other,Opt-In,21
davidking@example.com,Other,Opt-Out,21
chencheryl@example.org,Other,Opt-In,21
wlong@hotmail.com,Personal,Unkown,21
ulewis@example.com,Unknown,Opt-In,14
fleminglacey@example.org,Other,Unkown,14
odonnellmelvin@yahoo.com,Home,Unkown,21
kfoster@example.com,Unknown,Opt-In,14
aaron54@anderson.com,Work,Opt-In,30
nicholas86@hotmail.com,Personal,Opt-In,7
michael61@example.org,Other,Opt-In,14
wheelerdaniel@hotmail.com,Home,Opt-In,21
daniel78@example.net,Other,Opt-Out,14
martinmelinda@smith.com,Work,Opt-In,7
yolandasanders@gmail.com,Home,Unkown,1
lawrence82@williams.net,Work,Opt-Out,14
jacobjordan@example.org,Unknown,Opt-In,21
michaelmills@example.org,Other,Opt-In,21
anthonyhickman@example.net,Other,Opt-In,14
yford@example.net,Other,Opt-Out,21
michelle78@gmail.com,Personal,Opt-In,21
morrisbrenda@example.org,Other,Opt-Out,14
wallacewilliam@example.net,Unknown,Opt-In,14
larsonrodney@example.org,Unknown,Opt-Out,21
skeith@gmail.com,Home,Opt-In,14
amandaroberts@example.org,Unknown,Opt-In,14
thomastaylor@nguyen.biz,Home,Opt-In,7
jeffrey28@rodriguez-collins.net,Work,Opt-In,21
ryanguerrero@martin.com,Work,Opt-In,14
theresa85@hotmail.com,Home,Opt-Out,21
singhbarbara@carter.com,Work,Opt-Out,30
katherine16@example.com,Other,Opt-Out,21
curtis85@gmail.com,Personal,Opt-Out,14
angelamedina@gmail.com,Home,Unkown,1
torressamantha@oliver.org,Home,Opt-Out,1
stephanie07@gutierrez.net,Work,Opt-In,14
vmcconnell@hotmail.com,Personal,Unkown,7
thuff@gmail.com,Personal,Opt-In,21
davidjohnson@example.com,Unknown,Opt-In,21
kingjohn@gmail.com,Home,Opt-In,14
mercadotony@example.net,Other,Opt-Out,14
kbird@gmail.com,Personal,Opt-In,21
josephwoods@sosa.com,Home,Opt-Out,21
bryanwatts@example.net,Unknown,Opt-In,14
lindseylaura@example.com,Unknown,Opt-Out,14
danielgarcia@example.com,Other,Opt-In,21
alison89@molina.info,Work,Opt-In,30
warnerpaul@castillo.info,Home,Opt-In,1
marylara@gmail.com,Personal,Opt-In,1
susan99@hotmail.com,Home,Opt-In,21
judy22@gmail.com,Home,Opt-Out,7
jasonguzman@cervantes.com,Home,Unkown,1
vickie06@dodson.net,Work,Opt-Out,7
christinehiggins@yahoo.com,Personal,Unkown,7
jennifer32@white-perez.com,Home,Opt-Out,7
peter66@hotmail.com,Personal,Opt-In,7
dayjessica@horn-sims.com,Work,Opt-Out,30
chapmanpatrick@ortiz.com,Work,Opt-Out,21
susan28@example.com,Other,Opt-In,14
andersonjennifer@hotmail.com,Personal,Unkown,14
joseph93@example.com,Other,Opt-In,14
craigmccann@wright.com,Work,Opt-In,30
parker56@example.org,Other,Opt-In,21
sullivanbryan@yahoo.com,Home,Opt-Out,21
deborah19@example.org,Other,Opt-Out,21
jeffrey06@jordan.com,Work,Opt-In,14
selenascott@jones.com,Work,Opt-In,7
andrew42@example.org,Other,Unkown,14
brandon43@example.com,Unknown,Unkown,21
christophersimpson@morrow-olson.com,Work,Opt-Out,7
chanmark@porter-johnson.com,Work,Opt-In,7
victoria47@example.org,Unknown,Opt-In,21
longdominique@example.com,Unknown,Opt-In,21
andrestevens@lowe-galvan.info,Home,Opt-In,1
randolphkristi@example.net,Unknown,Opt-Out,14
awalsh@hotmail.com,Personal,Opt-In,7
sarahodges@example.com,Other,Opt-Out,21
mmorrison@yahoo.com,Home,Opt-In,7
wallacejennifer@example.net,Unknown,Opt-Out,14
torresbrittany@example.org,Unknown,Opt-In,21
singletonryan@example.net,Unknown,Opt-Out,21
wendycooper@cook.biz,Work,Opt-Out,21
sheena11@ferguson-hartman.com,Home,Opt-In,1
butlerrobert@silva.biz,Work,Opt-In,30
lunaanne@hotmail.com,Personal,Unkown,1
yrusso@colon.biz,Home,Opt-In,14
vincent56@myers-martin.net,Home,Opt-In,1
jwhite@yahoo.com,Personal,Opt-In,7
changkenneth@hotmail.com,Home,Opt-In,7
robertprice@hotmail.com,Home,Opt-In,14
christinacochran@example.com,Other,Opt-In,21
dking@gmail.com,Personal,Opt-Out,14
yneal@hotmail.com,Personal,Opt-Out,1
calebmurphy@example.com,Unknown,Opt-In,21
snowheidi@example.net,Other,Opt-Out,21
william42@example.com,Other,Opt-In,14
susan60@example.net,Unknown,Opt-In,14
murphyolivia@example.org,Other,Unkown,14
imiles@example.org,Other,Opt-In,14
lisa98@gmail.com,Personal,Opt-In,7
keithtaylor@yahoo.com,Home,Unkown,21
uwashington@example.org,Unknown,Unkown,21
bethbryant@hotmail.com,Personal,Unkown,1
anthonytaylor@haynes.com,Home,Opt-In,14
shawn23@gmail.com,Personal,Opt-In,14
uwoods@example.net,Unknown,Opt-Out,14
jeremywright@gmail.com,Personal,Unkown,7
tonyamayo@gmail.com,Home,Opt-In,14
dana53@yahoo.com,Home,Opt-In,14
randallgoodwin@example.org,Other,Opt-Out,14
christinareeves@perez.com,Home,Opt-In,21
michael75@example.net,Other,Opt-In,21
ddeleon@booth-hernandez.com,Work,Opt-Out,30
bryanshaffer@oconnell.net,Work,Opt-In,30
kristenschwartz@example.org,Unknown,Opt-Out,21
welchelizabeth@gmail.com,Personal,Opt-Out,14
hartmanandre@robinson.com,Work,Opt-Out,30
perrysandra@mills-johnson.info,Home,Unkown,7
williamsjessica@example.com,Other,Opt-In,14
anthony40@molina.com,Work,Opt-Out,21
tammymiller@berry.com,Work,Opt-In,21
lmartinez@yahoo.com,Personal,Unkown,7
mbowers@yahoo.com,Home,Opt-Out,21
adamsjason@yahoo.com,Personal,Opt-In,21
russellbrenda@hotmail.com,Personal,Unkown,14
psalinas@example.com,Other,Unkown,14
johnsonlisa@castro-martin.com,Work,Opt-Out,7
pcox@example.net,Unknown,Unkown,14
zkrause@yoder-newman.com,Home,Opt-Out,7
hamiltonchristina@gmail.com,Personal,Opt-In,1
cynthia38@example.org,Other,Opt-In,21
wesleysnow@green-martinez.com,Work,Opt-In,21
gbrown@fleming-edwards.org,Home,Opt-Out,7
sheri48@example.com,Unknown,Opt-In,14
rrodriguez@yahoo.com,Personal,Unkown,1
wrightjonathan@yahoo.com,Personal,Opt-Out,14
alextaylor@yahoo.com,Personal,Opt-Out,21
baldwinkeith@example.net,Other,Opt-Out,14
kevin70@example.com,Unknown,Opt-Out,21
josephmaxwell@hotmail.com,Home,Opt-Out,7
arnolddeborah@example.net,Unknown,Opt-Out,21
bjackson@example.com,Other,Unkown,21
choward@mccullough.net,Work,Opt-In,21
christensencharles@terry.biz,Home,Opt-Out,21
jesusfriedman@hotmail.com,Home,Opt-In,14
amyroberson@clark.com,Home,Opt-In,1
ashley58@gmail.com,Personal,Unkown,14
aaron22@yahoo.com,Home,Unkown,14
lphillips@king.com,Home,Opt-In,7
mcdanielsheila@sanchez.biz,Home,Opt-In,21
william88@example.net,Other,Opt-In,14
meghan11@example.org,Unknown,Opt-In,21
marisa63@knight-cook.com,Home,Unkown,7
andreamiller@example.org,Other,Opt-Out,21
david93@smith.com,Home,Opt-In,7
andersondaisy@example.com,Other,Opt-Out,14
umercado@gmail.com,Personal,Unkown,21
robertrobinson@murphy.org,Home,Opt-In,1
huangtina@allison-walker.com,Home,Opt-Out,1
kathryn70@example.net,Unknown,Opt-In,21
john46@gmail.com,Home,Opt-Out,7
angela61@example.org,Other,Opt-In,21
hughesmarissa@adams-pena.biz,Work,Opt-In,21
reidsummer@example.net,Other,Opt-Out,14
laura80@example.org,Other,Unkown,14
elizabethgriffin@sanders.com,Work,Opt-Out,7
aaronrogers@farrell-martin.biz,Work,Opt-In,30
ajohnston@example.com,Unknown,Opt-In,14
amydavis@johnson.org,Work,Opt-In,30
michael57@mclaughlin-mcpherson.info,Work,Opt-Out,14
david86@williams.com,Home,Unkown,1
hollybrown@smith.org,Work,Opt-In,30
laurenperez@example.com,Unknown,Opt-In,14
gibsoncourtney@barron.biz,Work,Opt-Out,14
sarahrangel@example.com,Unknown,Opt-In,21
pagedavid@example.net,Other,Opt-In,14
andersonjohn@brown.com,Work,Opt-In,14
huynhhannah@gmail.com,Home,Opt-In,7
hcampbell@example.net,Other,Opt-In,21
cbass@murray.info,Work,Opt-Out,30
hansenheather@gomez.com,Work,Opt-In,21
brittneygamble@hotmail.com,Personal,Opt-Out,14
zcantu@example.com,Other,Opt-In,21
daniel99@yahoo.com,Home,Unkown,21
martinezelizabeth@example.com,Unknown,Unkown,21
bellcody@hotmail.com,Home,Opt-In,21
adamsmichael@example.com,Other,Opt-In,21
lorigoodman@yahoo.com,Personal,Opt-In,1
hdennis@hotmail.com,Home,Opt-In,1
dsolomon@example.org,Unknown,Opt-In,14
angela49@myers.com,Work,Opt-Out,14
gibbstravis@hotmail.com,Personal,Unkown,7
carlos92@newton-parker.com,Work,Opt-Out,30
pauladam@yahoo.com,Personal,Opt-In,14
melissadixon@hotmail.com,Home,Opt-Out,21
aorozco@webb.com,Work,Opt-Out,21
smiller@yahoo.com,Home,Opt-Out,21
edwardharris@gmail.com,Personal,Opt-Out,1
lauren00@example.org,Unknown,Unkown,14
regina61@gmail.com,Personal,Unkown,7
noahmiranda@example.net,Other,Opt-In,14
jeremycastillo@cook-sanders.com,Home,Opt-In,1
michellemiller@example.org,Other,Opt-In,21
thomasjohn@yahoo.com,Personal,Unkown,1
karen80@gmail.com,Personal,Opt-Out,21
brownmary@kirk.com,Work,Opt-In,21
jennifer63@example.org,Unknown,Opt-Out,14
jamesford@andrews.net,Work,Opt-In,7
matthew31@example.org,Other,Opt-Out,21
glenngregory@gallegos-white.com,Work,Opt-Out,7
jakesmith@yang.net,Work,Opt-Out,14
williamsbrenda@gmail.com,Home,Unkown,14
gshaw@example.net,Unknown,Opt-In,14
kelly85@hamilton-valenzuela.com,Work,Opt-In,21
krista84@gmail.com,Home,Opt-In,21
danielssteven@hodges.info,Work,Opt-Out,30
josephcampos@yahoo.com,Personal,Opt-In,21
james74@bradley.com,Home,Unkown,7
andersenstephanie@example.net,Other,Unkown,21
bthomas@yahoo.com,Personal,Opt-Out,21
bryanwaller@example.net,Other,Opt-In,21
englishkayla@example.net,Unknown,Opt-In,21
alexis02@example.net,Other,Opt-Out,21
wilsonchad@example.com,Other,Unkown,21
fisherricardo@example.net,Unknown,Opt-Out,14
bowersalejandro@example.com,Unknown,Opt-In,14
ywilson@yahoo.com,Home,Opt-In,21
samuelnorton@example.org,Other,Opt-In,14
bthompson@example.com,Unknown,Unkown,14
sierra09@example.org,Unknown,Opt-Out,14
harrismary@example.org,Unknown,Opt-Out,21
tylerthomas@example.org,Unknown,Opt-In,14
jeffrey27@example.com,Other,Opt-In,21
erinhaynes@yahoo.com,Personal,Opt-In,21
lauren00@phillips.org,Work,Opt-Out,30
riverakatelyn@choi-riley.com,Work,Opt-In,30
debra46@hotmail.com,Home,Opt-In,1
ofrazier@hudson.biz,Home,Opt-In,21
mschmitt@garcia-brown.com,Home,Opt-Out,14
crichmond@yahoo.com,Personal,Unkown,21
pauldavidson@may.com,Work,Opt-Out,21
vbrown@garcia.info,Work,Opt-Out,30
stacey02@example.net,Other,Opt-Out,21
brandyterrell@gmail.com,Personal,Opt-In,1
jwiggins@myers.biz,Work,Opt-Out,30
scottshawn@lopez-franco.org,Work,Opt-Out,30
lingene@example.org,Unknown,Opt-Out,14
brian04@reed-rios.com,Work,Opt-In,14
bakerjohn@example.org,Other,Unkown,14
walkerderek@example.net,Other,Unkown,14
zgrant@example.org,Unknown,Opt-Out,14
qholland@bailey-meza.com,Home,Unkown,14
gdavid@jones.com,Work,Opt-In,30
john32@example.net,Unknown,Opt-In,14
foleythomas@yahoo.com,Home,Opt-In,14
kathryn90@greene-fuller.org,Work,Opt-Out,21
randy72@solis.com,Work,Opt-In,21
