phone_number,phone_perm,phone_freq
(324)784-9888,Unkown,45
(312)447-7549,Opt-Out,14
(645)787-9896,Unkown,45
(492)308-3607,Opt-In,45
(308)691-1626,Unkown,45
(450)308-3796,Opt-Out,21
(792)504-9417,Opt-In,14
(765)352-3883,Opt-In,21
(498)404-9433,Opt-In,30
(622)526-0831,Unkown,45
(407)465-3648,Opt-In,45
(481)699-3096,Opt-Out,45
(304)485-5964,Opt-In,7
(327)661-9896,Opt-In,45
(277)787-8121,Unkown,45
(775)409-2879,Opt-In,30
(482)570-2772,Unkown,30
(249)685-6508,Opt-In,14
(735)388-0313,Opt-In,14
(485)416-6406,Opt-In,45
(794)518-0445,Opt-In,45
(719)773-0206,Opt-In,14
(443)358-1873,Unkown,14
(745)716-1122,Unkown,30
(770)491-9823,Opt-In,14
(671)361-2321,Opt-In,45
(302)557-1234,Opt-In,14
(737)307-3459,Unkown,7
(767)303-1422,Opt-Out,14
(533)642-9496,Unkown,45
(760)378-3920,Unkown,30
(671)589-5384,Opt-In,14
(675)661-3769,Opt-In,45
(546)637-2180,Opt-In,30
(656)648-7549,Opt-In,30
(657)788-5125,Opt-Out,30
(778)397-5542,Unkown,14
(528)744-0822,Opt-In,21
(417)421-2488,Opt-In,30
(305)513-8211,Opt-In,14
(318)480-4700,Opt-Out,30
(734)604-1935,Opt-Out,7
(604)473-2007,Opt-Out,21
(285)396-3668,Opt-In,14
(617)498-1840,Opt-In,30
(265)614-6135,Unkown,7
(260)358-0859,Unkown,45
(250)667-0653,Opt-In,45
(617)529-3902,Opt-Out,45
(314)417-1977,Opt-In,30
(407)717-6900,Opt-In,7
(550)326-5886,Opt-In,7
(308)756-3884,Unkown,21
(694)349-4859,Opt-Out,7
(494)352-6565,Unkown,45
(235)634-6282,Unkown,45
(666)430-1452,Unkown,30
(508)349-4914,Opt-In,7
(745)551-7811,Opt-In,45
(463)354-7103,Opt-In,14
(421)498-3700,Unkown,21
(386)393-1640,Opt-In,30
(403)629-9209,Opt-Out,21
(720)435-0752,Opt-Out,45
(627)661-0022,Opt-In,14
(748)749-8145,Opt-In,21
(601)498-7084,Unkown,21
(470)721-9222,Opt-Out,7
(480)411-8716,Opt-In,30
(577)508-8892,Opt-In,14
(741)546-9672,Opt-In,45
(384)332-4965,Opt-Out,30
(584)375-8404,Opt-In,45
(278)694-4898,Opt-Out,14
(428)395-4865,Opt-Out,45
(261)515-5522,Unkown,30
(434)317-8853,Unkown,14
(515)606-7369,Opt-In,30
(595)343-8447,Opt-In,14
(445)355-8283,Opt-In,30
(488)308-5633,Opt-In,45
(237)576-1569,Opt-In,30
(628)403-7522,Opt-In,21
(502)542-5515,Opt-In,30
(601)333-1535,Unkown,21
(590)748-3274,Unkown,45
(653)686-9360,Opt-Out,7
(412)523-9309,Opt-In,14
(274)669-7136,Opt-Out,14
(247)525-6122,Opt-In,45
(418)497-1410,Unkown,14
(353)745-5141,Opt-In,7
(215)741-4705,Opt-In,30
(611)397-1344,Opt-In,45
(679)489-4575,Unkown,45
(446)725-2039,Opt-In,45
(248)591-8758,Opt-Out,7
(727)487-9446,Unkown,14
(293)556-5994,Opt-In,21
(493)598-7030,Opt-In,14
(282)533-4550,Opt-In,21
(622)363-1097,Opt-In,45
(363)686-4703,Opt-Out,14
(286)499-6943,Opt-In,21
(738)635-3817,Unkown,21
(360)772-2974,Opt-In,45
(465)322-4147,Unkown,14
(449)452-5478,Unkown,21
(782)574-3935,Opt-In,30
(701)345-6604,Opt-In,45
(548)492-8662,Opt-In,7
(340)710-8262,Opt-In,14
(622)363-4875,Opt-In,7
(310)562-5476,Opt-In,7
(718)493-1452,Opt-In,21
(618)498-3293,Opt-Out,7
(250)316-1469,Unkown,21
(312)442-9900,Unkown,14
(651)329-1081,Opt-Out,30
(673)590-5009,Unkown,21
(649)720-4164,Opt-In,14
(727)487-1464,Unkown,45
(644)314-8360,Opt-Out,30
(594)739-1342,Unkown,45
(314)328-2676,Opt-In,14
(616)329-4539,Opt-In,21
(519)381-4222,Opt-In,7
(694)739-2056,Unkown,14
(636)605-0453,Opt-Out,21
(528)630-1357,Opt-Out,45
(784)359-7084,Opt-In,30
(457)342-2677,Unkown,14
(341)691-0770,Opt-In,30
(720)646-9271,Opt-In,30
(541)736-0943,Opt-Out,30
(665)519-6050,Unkown,30
(589)459-5215,Unkown,7
(776)729-1554,Opt-Out,30
(703)777-8710,Unkown,7
(665)607-2482,Opt-In,14
(362)633-7248,Opt-In,45
(276)744-7717,Opt-In,7
(645)567-5819,Opt-In,30
(382)618-2979,Opt-Out,7
(209)569-6497,Opt-In,21
(281)587-8196,Unkown,7
(779)524-0144,Opt-Out,7
(661)749-9293,Opt-In,21
(480)451-7722,Opt-In,14
(285)716-0485,Opt-In,14
(353)734-6767,Unkown,21
(741)345-2467,Unkown,7
(379)361-6371,Opt-In,45
(249)331-0827,Opt-In,30
(234)662-2247,Opt-In,21
(553)450-1633,Unkown,7
(378)474-2073,Opt-Out,7
(727)686-9208,Opt-In,21
(576)574-8332,Opt-Out,14
(802)767-8736,Opt-Out,21
(771)419-7967,Opt-In,30
(225)669-0659,Opt-In,45
(770)420-5895,Opt-In,7
(488)378-1965,Opt-In,21
(280)606-0337,Opt-Out,45
(427)502-9871,Opt-In,30
(265)387-9187,Opt-Out,30
(776)495-9946,Opt-In,21
(228)426-7603,Opt-In,14
(397)477-7230,Opt-In,45
(245)439-5595,Opt-Out,45
(789)514-7275,Opt-Out,30
(463)456-4222,Opt-In,7
(701)460-9358,Opt-In,45
(216)522-4180,Unkown,45
(673)780-1069,Opt-In,45
(465)650-3592,Opt-In,30
(394)666-5733,Opt-Out,45
(591)491-8181,Opt-In,7
(502)393-2346,Unkown,21
(658)312-0032,Unkown,21
(378)361-1482,Unkown,30
(654)550-8912,Opt-In,30
(215)466-8518,Unkown,21
(324)756-0465,Unkown,30
(538)563-2957,Opt-In,14
(625)734-6312,Opt-In,30
(261)354-3604,Opt-Out,30
(688)321-2152,Opt-In,45
(557)457-9761,Unkown,45
(733)655-8936,Opt-Out,30
(300)463-5801,Opt-In,45
(563)591-8408,Opt-Out,45
(794)537-5257,Opt-In,7
(529)708-3373,Opt-In,45
(724)411-4117,Opt-In,30
(218)604-6379,Opt-Out,14
(593)320-1771,Unkown,21
(380)754-7069,Opt-In,30
(804)471-2362,Opt-In,21
(373)605-0388,Unkown,7
(231)555-9991,Opt-In,14
(607)641-0270,Opt-Out,30
(758)490-9502,Unkown,21
(626)325-7185,Unkown,45
(366)644-7083,Opt-In,45
(747)603-9656,Opt-Out,14
(718)775-4552,Opt-In,21
(469)448-0991,Opt-Out,21
(476)499-2181,Opt-Out,30
(329)397-1532,Opt-In,21
(280)649-0844,Opt-Out,30
(364)357-1886,Unkown,21
(399)445-4803,Opt-In,30
(484)675-2414,Opt-In,14
(668)754-9347,Opt-In,21
(341)342-8805,Opt-Out,30
(284)500-0936,Unkown,21
(422)399-5167,Opt-In,30
(214)377-3167,Unkown,21
(702)473-7324,Unkown,30
(269)583-1219,Opt-In,30
(567)739-9544,Opt-Out,45
(464)308-3810,Opt-Out,7
(770)538-3968,Opt-In,30
(311)621-9417,Opt-In,21
(778)310-1381,Opt-In,45
(299)430-7597,Opt-In,45
(751)335-3883,Unkown,7
(255)330-1965,Opt-Out,30
(555)405-5513,Opt-Out,30
(736)433-6407,Unkown,45
(510)514-4575,Opt-Out,45
(389)702-7179,Opt-In,45
(716)508-9257,Opt-In,21
(202)491-3697,Unkown,45
(453)360-6568,Opt-Out,21
(611)708-5489,Opt-Out,21
(684)631-7606,Unkown,30
(527)752-7720,Unkown,45
(517)315-0718,Unkown,30
(463)480-3771,Opt-Out,45
(639)406-7838,Unkown,30
(226)782-9743,Opt-Out,14
(394)304-2099,Opt-Out,7
(418)456-5753,Opt-In,21
(425)675-2699,Unkown,7
(348)451-1655,Opt-In,45
(770)464-1836,Opt-Out,45
(299)560-2069,Opt-Out,30
(646)434-6378,Unkown,14
(448)682-1980,Unkown,7
(630)569-4791,Opt-In,14
(444)536-7127,Opt-In,14
(584)760-7856,Unkown,14
(495)683-1858,Opt-In,45
(620)440-1996,Opt-Out,14
(542)686-8555,Unkown,7
(773)433-4974,Opt-In,14
(321)686-5165,Opt-Out,21
(317)739-5975,Opt-Out,7
(329)604-4668,Unkown,30
(629)706-9188,Unkown,21
(298)729-0340,Opt-Out,7
(680)567-0926,Opt-In,45
(526)657-8166,Opt-Out,14
(631)505-4031,Unkown,30
(446)483-2119,Opt-In,30
(342)525-8319,Opt-Out,7
(461)682-5706,Opt-In,21
(753)724-2570,Unkown,14
(247)504-6324,Opt-In,7
(456)410-2615,Opt-In,30
(582)702-6126,Opt-In,7
(259)429-5554,Opt-In,30
(221)398-4413,Opt-Out,30
(645)334-9943,Opt-In,30
(565)423-5887,Opt-Out,45
(375)742-2718,Unkown,30
(559)452-6833,Opt-In,21
(399)508-5277,Unkown,7
(681)789-0096,Opt-In,21
(247)624-9760,Opt-In,14
(748)449-8953,Opt-In,7
(694)535-6043,Opt-In,21
(348)646-2212,Opt-In,21
(654)371-8837,Opt-Out,7
(503)582-8628,Opt-Out,45
(317)330-9706,Opt-In,7
(532)539-2710,Opt-In,30
(256)797-0547,Unkown,21
(365)577-4299,Opt-In,45
(690)366-3714,Unkown,30
(262)379-4246,Opt-In,45
(672)757-9309,Opt-In,30
(322)785-9385,Unkown,7
(323)504-3802,Opt-Out,14
(304)699-6639,Opt-In,14
(492)485-9429,Opt-In,21
(556)705-5458,Opt-Out,7
(669)330-0014,Opt-In,30
(308)674-6539,Opt-Out,14
(311)461-5602,Opt-Out,21
(592)662-2005,Opt-Out,14
(335)741-6409,Opt-Out,14
(732)421-0402,Opt-In,45
(392)616-3529,Opt-In,45
(736)590-5736,Opt-In,45
(267)702-8814,Unkown,21
(755)556-1970,Opt-Out,30
(514)719-3539,Opt-Out,21
(421)457-5729,Opt-Out,21
(775)638-3990,Opt-In,21
(210)513-2858,Opt-In,21
(772)555-4068,Unkown,14
(750)318-8909,Opt-Out,30
(370)765-7264,Opt-Out,21
(201)704-4961,Opt-In,30
(333)778-8622,Unkown,21
(718)651-3597,Opt-In,45
(796)672-7719,Opt-In,21
(294)439-5010,Opt-In,45
(240)486-0004,Unkown,21
(695)394-2678,Unkown,30
(605)521-7938,Opt-In,14
(461)602-4460,Opt-In,30
(460)551-8727,Opt-In,14
(435)531-6920,Opt-Out,45
(410)353-2033,Opt-Out,45
(499)401-5845,Opt-In,30
(719)616-2812,Opt-In,21
(696)793-7985,Unkown,45
(209)714-8206,Opt-Out,45
(296)335-3441,Opt-In,14
(252)720-5924,Opt-Out,7
(765)749-8648,Opt-Out,30
(240)407-2423,Opt-Out,14
(711)308-2910,Opt-In,45
(496)641-1897,Unkown,45
(411)324-9580,Opt-In,7
(557)407-2838,Opt-Out,7
(538)376-6818,Opt-Out,21
(720)665-5978,Opt-In,30
(779)794-2012,Opt-In,30
(412)745-6436,Unkown,14
(260)319-1164,Unkown,7
(262)590-3690,Opt-Out,21
(727)677-0182,Opt-Out,14
(248)355-1022,Opt-In,30
(487)575-0071,Opt-In,30
(758)760-7061,Opt-In,14
(354)642-2380,Opt-In,30
(475)346-3047,Opt-In,14
(363)474-5403,Unkown,45
(220)519-2893,Opt-In,45
(641)552-0858,Opt-In,21
(509)373-4475,Opt-In,21
(750)775-7647,Unkown,45
(582)430-5694,Opt-In,7
(612)636-6163,Opt-In,21
(431)720-8099,Opt-Out,14
(614)632-6497,Opt-Out,45
(619)720-8481,Unkown,45
(736)402-0209,Opt-In,21
(223)454-9482,Opt-In,14
(454)479-5992,Opt-In,30
(636)718-4019,Opt-In,14
(276)336-7873,Unkown,21
(318)704-0994,Opt-In,7
(308)350-1826,Opt-In,7
(364)663-0699,Opt-Out,45
(293)354-6923,Opt-Out,45
(261)331-1008,Opt-In,21
(547)382-2447,Opt-Out,21
(565)475-2750,Opt-In,7
(235)676-7732,Unkown,14
(797)549-5013,Opt-Out,30
(462)306-6367,Opt-Out,14
(696)680-6437,Unkown,7
(620)597-3904,Unkown,45
(377)331-7785,Opt-Out,45
(249)586-3371,Opt-In,45
(776)661-0130,Opt-In,14
(577)594-6178,Opt-Out,7
(584)421-2325,Opt-In,45
(217)599-4180,Opt-In,21
(710)546-8551,Opt-In,45
(616)537-8791,Opt-In,7
(417)696-5402,Opt-Out,7
(377)628-6618,Opt-In,7
(707)305-3092,Unkown,45
(272)745-5795,Opt-Out,30
(404)787-1060,Unkown,30
(785)789-6941,Opt-In,21
(652)502-2583,Opt-In,21
(567)556-5937,Opt-Out,30
(420)589-9515,Unkown,14
(680)530-2525,Opt-In,14
(717)479-4387,Opt-In,30
(486)383-4751,Opt-In,21
(637)331-7663,Opt-Out,21
(479)397-3496,Unkown,14
(492)667-2212,Opt-In,14
(240)334-0638,Unkown,7
(249)364-6589,Unkown,21
(257)528-6178,Opt-In,7
(352)592-0463,Opt-In,21
(700)342-1606,Unkown,45
(361)439-9085,Opt-Out,21
(506)616-2566,Opt-Out,45
(419)613-0836,Opt-In,14
(443)710-1970,Opt-In,14
(517)414-2475,Opt-In,30
(427)756-2869,Opt-In,21
(243)319-8452,Unkown,21
(535)430-1520,Opt-In,14
(636)673-0495,Opt-In,7
(372)411-8906,Opt-In,21
(636)789-9762,Opt-In,14
(738)437-9113,Opt-Out,7
(663)675-4538,Unkown,14
(531)526-4127,Opt-In,45
(552)465-4813,Opt-In,30
(750)320-8080,Unkown,7
(254)754-3285,Opt-In,7
(491)432-5634,Opt-In,14
(379)782-2590,Opt-In,7
(638)779-3037,Opt-Out,14
(271)404-4182,Unkown,30
(230)339-3417,Opt-Out,45
(214)392-7263,Opt-In,14
(361)689-3574,Unkown,30
(678)497-4881,Opt-In,14
(768)516-3052,Opt-In,14
(797)316-8415,Opt-In,45
(624)721-9933,Opt-In,21
(217)630-5664,Unkown,7
(204)396-3298,Opt-Out,21
(399)359-6268,Opt-In,7
(456)615-9204,Unkown,45
(769)641-0997,Unkown,30
(625)595-1446,Opt-In,21
(474)689-4190,Opt-In,45
(384)733-4744,Opt-In,7
(392)505-2191,Opt-In,45
(219)576-2323,Opt-Out,14
(716)317-9298,Unkown,14
(717)432-2746,Opt-In,14
(488)425-0051,Unkown,7
(740)747-3598,Opt-In,30
(536)317-0393,Unkown,30
(459)396-5170,Unkown,30
(326)390-5993,Opt-Out,21
(747)769-1133,Opt-Out,21
(436)325-9977,Unkown,30
(457)396-8986,Opt-Out,21
(792)472-3212,Unkown,14
(270)423-5802,Opt-In,45
(443)573-0796,Opt-Out,21
(387)754-6829,Unkown,7
(510)466-4608,Opt-In,30
(268)333-7841,Opt-In,30
(768)558-9218,Unkown,7
(662)434-2788,Opt-Out,30
(768)549-3160,Opt-In,30
(564)483-3230,Opt-In,45
(454)362-6701,Opt-In,14
(432)756-3544,Unkown,7
(776)342-7090,Opt-In,7
(347)514-3907,Opt-Out,7
(235)351-4230,Opt-Out,21
(337)507-9704,Opt-Out,45
(340)346-4190,Opt-Out,21
(448)694-0551,Opt-In,30
(319)513-6662,Opt-In,21
(634)748-1535,Opt-In,7
(526)483-9663,Opt-Out,7
(530)606-2429,Opt-In,21
(218)332-2656,Opt-In,21
(775)609-1907,Opt-In,14
(559)513-1712,Opt-In,7
(612)380-0192,Opt-In,21
(622)541-0197,Unkown,7
(223)478-7096,Unkown,45
(423)676-8800,Opt-In,7
(379)330-6826,Unkown,30
(693)715-0935,Unkown,30
(619)369-0399,Opt-In,30
(438)320-6881,Unkown,7
(241)797-6582,Unkown,7
(504)608-5579,Opt-Out,30
(334)682-6536,Opt-Out,30
(345)309-8717,Opt-In,14
(551)427-8561,Opt-In,7
(388)516-8350,Opt-In,45
(219)594-5503,Unkown,45
(452)364-1400,Opt-Out,7
(250)416-4402,Opt-In,14
(694)755-1205,Opt-In,14
(744)715-6396,Opt-In,14
(249)414-3060,Opt-In,45
(201)766-6536,Opt-Out,14
(660)604-9988,Opt-Out,14
(271)701-6507,Opt-In,7
(202)532-0657,Opt-In,45
(380)514-4446,Opt-In,7
(625)498-6548,Opt-In,21
(608)735-5279,Opt-Out,7
(270)602-8035,Opt-In,30
(501)676-1571,Opt-In,14
(440)360-7066,Opt-In,7
(277)660-0899,Opt-In,45
(775)509-4499,Opt-Out,14
(210)790-3455,Opt-Out,45
(433)455-4167,Opt-In,45
(558)533-5126,Opt-In,45
(396)571-4242,Opt-Out,30
(654)405-6628,Unkown,14
(510)397-2942,Unkown,14
(385)468-5397,Opt-In,45
(656)558-0376,Opt-Out,45
(546)563-2133,Opt-Out,30
(267)325-0612,Opt-In,14
(629)643-0775,Opt-Out,21
(762)498-1601,Opt-In,7
(626)460-0510,Opt-Out,45
(460)731-0780,Unkown,45
(415)344-0515,Opt-In,45
(734)325-7384,Opt-In,30
(788)788-4785,Opt-In,21
(513)796-5447,Opt-In,7
(784)507-9487,Unkown,7
(587)428-3985,Opt-In,7
(483)367-9640,Opt-In,7
(222)544-7201,Opt-In,21
(615)336-1095,Unkown,21
(667)352-5351,Opt-In,45
(694)798-8630,Opt-In,14
(341)421-8603,Opt-Out,7
(540)532-3636,Unkown,7
(343)581-5687,Unkown,21
(586)449-0977,Opt-Out,21
(706)306-0896,Unkown,30
(535)745-7095,Unkown,14
(480)303-6191,Opt-Out,30
(467)353-8809,Unkown,7
(348)645-6764,Opt-In,45
(222)380-3505,Unkown,21
(571)788-9778,Unkown,45
(481)380-6105,Opt-In,21
(508)573-5027,Unkown,7
(284)725-1880,Opt-Out,7
(578)484-2270,Opt-Out,21
(235)522-4287,Opt-In,30
(227)622-1494,Opt-Out,14
(720)475-7493,Opt-In,7
(768)642-5442,Opt-Out,21
(614)597-1231,Opt-In,30
(433)731-0120,Opt-In,30
(403)643-7706,Unkown,7
(762)331-8799,Unkown,30
(704)773-9799,Opt-In,30
(315)682-5523,Opt-In,14
(770)518-5424,Opt-Out,45
(673)563-5553,Opt-Out,14
(618)692-5062,Opt-In,7
(310)403-2228,Opt-In,30
(745)334-6556,Opt-In,30
(296)308-0524,Unkown,7
(576)708-8635,Opt-Out,21
(418)350-3331,Opt-Out,7
(791)385-5706,Opt-In,21
(680)451-0870,Opt-In,7
(345)449-4221,Unkown,30
(324)373-7281,Opt-In,45
(586)697-0210,Opt-Out,21
(768)731-3309,Opt-In,14
(246)593-4982,Opt-Out,7
(442)370-7620,Opt-In,45
(315)436-6098,Opt-Out,45
(448)647-6694,Opt-In,14
(739)693-8035,Opt-In,45
(427)428-4823,Opt-Out,14
(701)330-4450,Opt-In,7
(684)528-8913,Unkown,21
(412)623-1280,Opt-In,30
(592)369-3182,Opt-In,30
(634)443-3311,Opt-In,30
(796)327-0432,Opt-In,45
(453)530-2225,Opt-In,21
(565)440-7552,Unkown,21
(779)590-9099,Opt-Out,7
(558)725-4901,Opt-In,21
(626)763-0452,Opt-Out,30
(210)636-7367,Opt-In,30
(369)355-9481,Unkown,21
(476)501-4088,Opt-In,21
(313)433-1604,Opt-In,30
(783)591-7740,Opt-In,30
(625)448-5813,Opt-In,30
(724)345-8970,Unkown,7
(753)578-3988,Opt-In,45
(467)470-2645,Opt-In,30
(555)635-5628,Opt-Out,45
(437)321-9117,Opt-In,14
(521)505-5980,Opt-In,30
(739)620-0721,Opt-Out,7
(601)667-5434,Opt-Out,45
(268)434-9887,Opt-In,21
(517)682-0486,Opt-Out,45
(504)736-5257,Opt-Out,14
(363)795-9020,Unkown,30
(343)782-7003,Opt-In,14
(375)498-1043,Opt-Out,7
(508)437-4243,Opt-In,21
(733)572-8961,Unkown,14
(518)558-9756,Opt-In,21
(512)414-1551,Opt-Out,14
(449)615-3786,Unkown,7
(458)611-5540,Opt-In,30
(485)652-1563,Opt-In,7
(291)405-1426,Opt-Out,14
(418)491-1810,Unkown,21
(766)473-1834,Opt-In,30
(414)753-5316,Opt-Out,14
(472)344-4619,Opt-Out,30
(243)332-6716,Opt-In,21
(267)565-0377,Opt-Out,7
(208)337-3389,Opt-Out,14
(547)384-1777,Opt-In,21
(758)389-0895,Opt-Out,30
(660)547-4685,Unkown,21
(618)565-4209,Opt-In,14
(356)517-3920,Opt-In,45
(544)365-6864,Opt-In,14
(743)467-2956,Opt-In,30
(672)696-4154,Unkown,7
(312)452-0321,Opt-In,14
(743)556-4395,Opt-Out,45
(781)620-2639,Unkown,45
(251)769-8560,Opt-In,21
(545)515-4071,Unkown,21
(790)532-1961,Unkown,7
(725)642-0100,Opt-In,14
(709)668-5189,Unkown,7
(778)755-8918,Opt-Out,14
(445)608-4536,Opt-In,45
(509)572-4489,Unkown,45
(289)643-3272,Opt-In,21
(233)642-3730,Opt-In,45
(263)627-6351,Opt-Out,30
(238)553-6001,Opt-Out,7
(231)470-6584,Opt-In,30
(690)425-5649,Opt-In,21
(484)423-0412,Unkown,7
(688)469-6379,Opt-Out,45
(268)483-7214,Opt-In,21
(518)751-4511,Opt-In,45
(333)769-7080,Unkown,14
(501)414-7701,Opt-In,14
(587)518-7628,Unkown,30
(256)467-5576,Opt-Out,21
(252)685-8717,Opt-In,7
(757)618-8799,Unkown,30
(528)310-3898,Opt-In,14
(775)639-4654,Unkown,7
(627)621-2366,Unkown,14
(257)702-6156,Opt-In,21
(340)616-7163,Opt-In,7
(338)633-5954,Opt-In,7
(302)594-5183,Opt-Out,14
(454)364-9779,Unkown,14
(631)647-0001,Opt-In,30
(590)363-3419,Opt-Out,30
(235)744-3501,Opt-In,30
(576)408-1022,Opt-Out,45
(758)776-4905,Unkown,7
(803)549-3476,Opt-Out,21
(610)691-6394,Unkown,45
(511)518-1354,Opt-Out,30
(712)533-7827,Opt-Out,14
(373)333-8051,Opt-In,7
(655)406-0590,Opt-In,7
(570)731-1206,Unkown,21
(339)393-6896,Opt-In,30
(259)747-1648,Opt-In,14
(269)765-6250,Opt-Out,14
(295)607-9359,Opt-Out,7
(429)646-8904,Opt-In,45
(586)470-9657,Unkown,7
(439)443-4479,Opt-Out,21
(361)388-8012,Unkown,30
(231)464-1998,Opt-In,21
(692)525-7647,Opt-In,21
(290)401-9150,Opt-In,45
(205)655-0355,Unkown,14
(568)526-3002,Opt-Out,7
(650)316-5851,Opt-Out,45
(648)361-0203,Opt-In,45
(399)629-6877,Unkown,7
(607)728-1350,Opt-In,30
(541)591-8273,Opt-In,45
(672)768-6667,Opt-In,7
(465)395-0561,Unkown,30
(363)452-5221,Opt-Out,7
(690)652-4820,Unkown,7
(717)543-7498,Opt-In,7
(217)661-4936,Opt-In,14
(573)454-4014,Opt-In,45
(355)654-4074,Unkown,21
(237)404-0460,Opt-In,45
(522)354-6975,Opt-Out,45
(498)639-3663,Unkown,21
(462)522-3274,Opt-Out,14
(325)765-0807,Opt-Out,7
(767)778-6387,Opt-In,7
(772)728-5776,Opt-In,14
(405)645-9272,Opt-In,14
(694)441-4045,Opt-In,30
(297)470-3394,Opt-Out,14
(587)632-9822,Opt-In,7
(692)634-7845,Opt-In,7
(597)637-6896,Opt-In,45
(786)407-7989,Opt-In,30
(420)681-6768,Opt-Out,21
(445)303-9261,Opt-Out,14
(238)303-3716,Opt-Out,45
(480)623-1278,Unkown,45
(723)758-9659,Opt-In,7
(382)556-7559,Opt-In,30
(659)455-8361,Opt-Out,7
(384)324-8992,Opt-In,14
(207)327-9651,Opt-Out,7
(435)619-2321,Opt-In,7
(588)783-2963,Opt-In,7
(589)696-6661,Opt-In,14
(681)726-1365,Opt-In,21
(272)492-3605,Unkown,21
(632)385-7908,Opt-Out,21
(780)507-8904,Opt-In,30
(290)643-1002,Opt-Out,45
(364)510-7638,Opt-In,7
(586)697-7220,Opt-In,14
(762)501-0562,Opt-Out,7
(556)670-0803,Opt-In,14
(783)556-3048,Opt-In,30
(488)600-4682,Opt-In,7
(388)671-3050,Opt-In,14
(658)619-8690,Opt-Out,30
(297)320-6913,Opt-In,21
(292)365-7799,Opt-Out,30
(546)562-1535,Opt-Out,21
(602)746-2597,Opt-In,30
(694)691-0885,Unkown,21
(630)595-2544,Opt-In,45
(316)558-3403,Unkown,45
(339)711-2037,Opt-In,45
(441)599-4784,Opt-In,7
(589)515-3862,Unkown,45
(789)318-0219,Opt-In,21
(418)672-3891,Opt-Out,30
(730)470-4239,Opt-Out,7
(676)311-0084,Opt-In,45
(701)774-3329,Opt-Out,30
(585)648-8681,Opt-Out,14
(277)564-2267,Opt-In,7
(729)303-4365,Opt-In,30
(258)370-5987,Unkown,45
(477)355-1259,Opt-In,14
(588)562-6662,Unkown,45
(591)379-0996,Opt-In,14
(747)363-1226,Opt-In,21
(624)788-2674,Opt-In,30
(313)752-6478,Unkown,21
(700)631-4087,Opt-Out,30
(427)738-4980,Opt-In,14
(749)434-3396,Opt-Out,14
(316)605-8389,Opt-In,21
(715)567-6759,Opt-Out,14
(603)611-3178,Opt-In,7
(318)601-2666,Opt-In,7
(254)738-5363,Unkown,45
(746)777-3896,Opt-Out,21
(437)448-5394,Unkown,7
(222)693-2237,Opt-Out,30
(426)528-1094,Opt-In,14
(686)564-9983,Unkown,45
(202)664-0773,Unkown,21
(656)518-3103,Opt-In,7
(251)633-0238,Opt-In,30
(686)392-6581,Opt-In,7
(583)782-4052,Opt-Out,21
(796)457-4623,Opt-In,45
(238)391-7485,Unkown,14
(635)757-0755,Opt-In,14
(628)505-0828,Opt-In,21
(246)784-9967,Opt-Out,14
(803)682-4551,Opt-Out,7
(536)651-6683,Opt-Out,7
(482)387-2913,Opt-Out,45
(618)615-2677,Unkown,45
(639)321-9394,Opt-In,21
(570)607-9344,Unkown,30
(574)419-3033,Opt-In,14
(498)320-7340,Opt-In,30
(737)580-6149,Opt-Out,30
(429)438-6153,Opt-In,14
(801)426-9298,Opt-In,7
(434)649-6511,Opt-In,30
(299)730-0097,Opt-In,21
(611)676-2908,Opt-In,21
(266)480-5773,Unkown,14
(387)679-0106,Opt-Out,21
(739)735-3618,Unkown,14
(502)322-8050,Opt-Out,21
(567)575-2858,Unkown,45
(406)427-0959,Opt-In,45
(763)424-9963,Unkown,7
(456)583-7776,Opt-In,21
(399)603-9138,Opt-Out,30
(583)595-2237,Opt-In,21
(314)608-1800,Unkown,45
(728)782-9885,Opt-In,21
(661)374-2422,Opt-In,45
(503)723-6451,Unkown,45
(313)760-5216,Opt-In,30
(273)408-8468,Opt-In,45
(565)777-4873,Opt-In,45
(671)437-0772,Opt-Out,14
(241)798-5275,Opt-In,21
(297)698-2185,Opt-Out,7
(678)543-7593,Unkown,30
(625)618-9034,Opt-Out,45
(272)581-3846,Opt-In,14
(234)600-9867,Unkown,14
(632)598-3340,Opt-In,21
(772)733-2638,Opt-In,14
(638)645-9038,Opt-Out,7
(339)727-4029,Unkown,21
(245)671-3274,Opt-In,30
(411)306-7099,Unkown,45
(522)545-8320,Opt-In,21
(627)593-5461,Opt-Out,7
(715)662-9937,Unkown,45
(550)584-3138,Opt-In,21
(720)360-8198,Opt-Out,30
(368)739-7403,Unkown,45
(240)425-6391,Opt-In,14
(458)531-6997,Opt-Out,30
(694)540-4826,Unkown,30
(637)778-6390,Unkown,21
(620)373-7236,Opt-Out,21
(414)642-2491,Opt-In,45
(412)641-6358,Opt-In,21
(613)680-5181,Opt-In,14
(749)492-4421,Opt-Out,21
(239)698-4990,Opt-In,7
(462)539-0786,Unkown,45
(339)553-8416,Opt-In,7
(796)557-3233,Opt-In,7
(630)478-6648,Opt-Out,30
(676)668-9004,Opt-Out,7
(766)655-7796,Unkown,21
(517)412-5024,Unkown,14
(449)779-0307,Opt-Out,30
(681)319-1141,Opt-In,14
(669)317-0435,Opt-In,7
(512)491-3135,Unkown,7
(437)365-3055,Opt-In,30
(619)582-3650,Opt-In,30
(752)661-5444,Unkown,30
(718)328-4888,Opt-In,14
(251)488-8067,Unkown,14
